gameid,date,type,playerid,player,team,home,away,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,win,season
29600167,1996-11-23,regular,787,Charles Barkley,HOU,GSW,HOU,50,27,5,16,31.3,1,4,25.0,16,20,80.0,6,11,17,12,3,1,2,4,4,1,1997
29600358,1996-12-21,regular,762,Shawn Bradley,NJN,NJN,BOS,42,17,8,17,47.1,0,0,0.0,1,2,50.0,6,9,15,4,0,11,2,4,6,1,1997
29600545,1997-01-18,regular,255,Grant Hill,DET,LAL,DET,53,34,12,23,52.2,1,1,100.0,9,11,81.8,6,9,15,14,1,0,3,3,7,1,1997
29600571,1997-01-22,regular,349,Mark Jackson,DEN,DEN,VAN,44,15,7,15,46.7,1,3,33.3,0,0,0.0,6,10,16,12,3,0,3,1,14,1,1997
29600639,1997-02-01,regular,255,Grant Hill,DET,NJN,DET,43,22,7,14,50.0,0,0,0.0,8,8,100.0,0,11,11,11,1,1,1,3,8,1,1997
29600676,1997-02-06,regular,762,Shawn Bradley,NJN,NJN,IND,37,14,6,15,40.0,0,0,0.0,2,2,100.0,6,8,14,0,1,11,4,3,2,0,1997
29600700,1997-02-12,regular,134,Kevin Johnson,PHX,PHX,BOS,34,22,7,9,77.8,2,2,100.0,6,6,100.0,1,10,11,17,5,0,5,4,39,1,1997
29600809,1997-02-28,regular,255,Grant Hill,DET,BOS,DET,46,29,11,21,52.4,0,2,0.0,7,11,63.6,2,10,12,12,1,2,6,2,7,1,1997
29600840,1997-03-04,regular,193,Anthony Mason,CHH,CHH,SAS,46,19,7,10,70.0,0,0,0.0,5,6,83.3,2,11,13,12,0,1,2,4,11,1,1997
29600858,1997-03-06,regular,193,Anthony Mason,CHH,CHH,BOS,51,19,6,11,54.5,0,0,0.0,7,8,87.5,3,11,14,12,3,0,2,3,6,1,1997
29600948,1997-03-18,regular,56,Gary Payton,SEA,CHI,SEA,50,14,3,16,18.8,2,8,25.0,6,7,85.7,1,11,12,14,6,0,6,5,-5,0,1997
29601022,1997-03-28,regular,84,Latrell Sprewell,GSW,PHX,GSW,53,31,13,28,46.4,1,1,100.0,4,6,66.7,3,8,11,11,0,1,5,1,-7,0,1997
29601065,1997-04-04,regular,255,Grant Hill,DET,ATL,DET,43,22,9,17,52.9,0,0,0.0,4,6,66.7,2,10,12,12,3,2,1,1,-13,0,1997
29601138,1997-04-14,regular,255,Grant Hill,DET,ORL,DET,43,12,5,10,50.0,0,0,0.0,2,4,50.0,3,12,15,13,0,2,8,4,-12,0,1997
29601165,1997-04-18,regular,952,Antoine Walker,BOS,PHI,BOS,46,23,11,26,42.3,0,2,0.0,1,3,33.3,6,6,12,13,2,1,3,3,10,1,1997
29700225,1997-12-02,regular,787,Charles Barkley,HOU,HOU,DEN,39,15,4,10,40.0,0,0,0.0,7,8,87.5,5,6,11,12,2,0,1,1,23,1,1998
29700434,1998-01-02,regular,467,Jason Kidd,PHX,PHX,DAL,44,20,7,22,31.8,2,8,25.0,4,6,66.7,4,8,12,14,3,0,7,2,0,1,1998
29700692,1998-02-10,regular,393,Rod Strickland,WAS,GSW,WAS,42,21,7,18,38.9,0,1,0.0,7,9,77.8,3,9,12,20,2,0,5,2,23,1,1998
29700924,1998-03-15,regular,467,Jason Kidd,PHX,PHX,DAL,44,20,9,16,56.3,1,4,25.0,1,2,50.0,3,10,13,12,5,2,4,2,3,1,1998
29701077,1998-04-05,regular,393,Rod Strickland,WAS,WAS,ORL,46,21,8,18,44.4,0,0,0.0,5,6,83.3,0,11,11,13,1,0,4,2,-4,1,1998
29701080,1998-04-05,regular,255,Grant Hill,DET,DET,LAL,51,18,4,17,23.5,0,0,0.0,10,12,83.3,4,12,16,12,3,0,6,1,0,0,1998
29701095,1998-04-07,regular,762,Shawn Bradley,DAL,DAL,POR,38,22,6,15,40.0,0,0,0.0,10,10,100.0,5,17,22,0,1,13,2,3,17,0,1998
29701141,1998-04-14,regular,948,Marcus Camby,TOR,NJN,TOR,43,15,6,14,42.9,0,0,0.0,3,5,60.0,5,7,12,2,1,11,5,1,-2,1,1998
29701156,1998-04-15,regular,467,Jason Kidd,PHX,PHX,DEN,46,14,5,11,45.5,0,1,0.0,4,6,66.7,3,8,11,11,3,0,3,0,5,1,1998
29800076,1999-02-15,regular,467,Jason Kidd,PHX,DEN,PHX,42,28,9,17,52.9,0,1,0.0,10,13,76.9,3,8,11,13,0,2,1,2,16,1,1999
29800156,1999-02-25,regular,349,Mark Jackson,IND,CLE,IND,36,15,6,10,60.0,0,3,0.0,3,3,100.0,2,10,12,11,1,0,4,1,8,1,1999
29800161,1999-02-25,regular,467,Jason Kidd,PHX,VAN,PHX,43,14,6,12,50.0,0,1,0.0,2,4,50.0,5,7,12,16,6,0,3,3,8,1,1999
29800296,1999-03-14,regular,467,Jason Kidd,PHX,PHX,HOU,42,26,10,21,47.6,0,3,0.0,6,7,85.7,3,8,11,14,0,0,0,1,26,1,1999
29800353,1999-03-21,regular,255,Grant Hill,DET,DET,UTA,44,29,10,23,43.5,0,0,0.0,9,15,60.0,4,9,13,11,2,0,5,3,10,1,1999
29800670,1999-04-29,regular,467,Jason Kidd,PHX,DEN,PHX,45,11,5,16,31.3,1,6,16.7,0,0,0.0,6,7,13,11,1,0,3,4,12,1,1999
29900205,1999-11-30,regular,714,Michael Finley,DAL,CLE,DAL,48,14,6,24,25.0,0,5,0.0,2,3,66.7,5,7,12,11,2,1,0,2,-7,0,2000
29900341,1999-12-18,regular,467,Jason Kidd,PHX,PHX,SAC,42,27,10,18,55.6,1,3,33.3,6,7,85.7,6,8,14,14,4,0,2,2,6,1,2000
29900374,1999-12-23,regular,714,Michael Finley,DAL,PHX,DAL,48,33,12,25,48.0,2,3,66.7,7,8,87.5,6,7,13,13,4,0,7,2,1,1,2000
29900393,1999-12-27,regular,467,Jason Kidd,PHX,UTA,PHX,42,16,7,13,53.8,1,3,33.3,1,1,100.0,1,11,12,15,1,1,9,3,-3,0,2000
29900602,2000-01-27,regular,1883,Steve Francis,HOU,HOU,GSW,39,25,7,20,35.0,1,3,33.3,10,15,66.7,7,10,17,14,2,1,5,3,0,0,2000
29900627,2000-01-31,regular,1517,Bobby Jackson,MIN,MIN,SAC,43,17,7,11,63.6,0,0,0.0,3,4,75.0,2,9,11,12,2,1,3,2,24,1,2000
29900705,2000-02-15,regular,87,Dikembe Mutombo,ATL,ATL,NJN,38,21,7,13,53.8,0,0,0.0,7,12,58.3,4,9,13,1,1,11,0,1,23,1,2000
29900996,2000-03-25,regular,1495,Tim Duncan,SAS,SAS,CLE,44,17,5,12,41.7,0,0,0.0,7,12,58.3,4,13,17,11,1,4,4,2,20,1,2000
29900994,2000-03-25,regular,193,Anthony Mason,CHH,ATL,CHH,41,12,5,11,45.5,0,0,0.0,2,2,100.0,2,13,15,11,2,1,3,3,22,1,2000
29901035,2000-03-31,regular,193,Anthony Mason,CHH,CHH,TOR,48,31,8,17,47.1,0,0,0.0,15,15,100.0,1,13,14,11,0,0,2,4,18,1,2000
29901054,2000-04-02,regular,124,Vlade Divac,SAC,SAC,PHI,35,14,4,9,44.4,0,0,0.0,6,6,100.0,3,8,11,11,2,0,2,5,27,1,2000
29901056,2000-04-02,regular,1710,Mike Bibby,VAN,VAN,DAL,40,14,5,13,38.5,0,1,0.0,4,4,100.0,2,9,11,11,7,0,6,3,-8,0,2000
29901175,2000-04-18,regular,56,Gary Payton,SEA,SAC,SEA,53,33,13,28,46.4,2,6,33.3,5,6,83.3,2,9,11,14,3,1,1,3,7,1,2000
20000077,2000-11-09,regular,467,Jason Kidd,PHX,PHX,ATL,43,19,6,16,37.5,0,1,0.0,7,10,70.0,2,11,13,12,4,1,4,0,19,1,2001
20000194,2000-11-26,regular,349,Mark Jackson,TOR,TOR,CHI,39,11,2,11,18.2,1,3,33.3,6,8,75.0,2,9,11,11,2,0,1,1,9,1,2001
20000215,2000-11-29,regular,1885,Lamar Odom,LAC,LAC,GSW,42,16,6,12,50.0,1,1,100.0,3,4,75.0,4,8,12,11,3,1,6,3,26,1,2001
20000541,2001-01-15,regular,952,Antoine Walker,BOS,MIN,BOS,43,20,6,26,23.1,1,8,12.5,7,11,63.6,4,8,12,12,2,0,5,3,9,1,2001
20000545,2001-01-15,regular,977,Kobe Bryant,LAL,LAL,VAN,46,26,10,24,41.7,0,4,0.0,6,8,75.0,0,11,11,11,2,2,3,1,4,1,2001
20000574,2001-01-20,regular,950,Stephon Marbury,NJN,NJN,CHI,39,33,12,22,54.5,2,5,40.0,7,9,77.8,3,8,11,12,2,0,4,1,28,1,2001
20000861,2001-03-05,regular,2030,Kenyon Martin,NJN,NJN,MIL,45,18,7,16,43.8,1,1,100.0,3,4,75.0,5,10,15,11,2,3,4,4,2,0,2001
20000949,2001-03-16,regular,976,Jeff McInnis,LAC,LAC,GSW,44,21,8,15,53.3,3,5,60.0,2,3,66.7,0,12,12,11,1,0,1,2,15,1,2001
20000988,2001-03-22,regular,1885,Lamar Odom,LAC,LAC,HOU,39,12,3,15,20.0,2,6,33.3,4,6,66.7,1,10,11,11,0,1,4,0,-5,1,2001
20001002,2001-03-24,regular,302,Mookie Blaylock,GSW,GSW,DET,40,13,4,12,33.3,1,4,25.0,4,4,100.0,4,9,13,12,2,0,2,2,19,1,2001
20001023,2001-03-27,regular,1885,Lamar Odom,LAC,LAC,DET,40,27,10,17,58.8,3,4,75.0,4,5,80.0,5,11,16,11,1,1,6,3,6,1,2001
20001033,2001-03-29,regular,952,Antoine Walker,BOS,CHI,BOS,40,23,7,22,31.8,5,12,41.7,4,9,44.4,3,8,11,11,1,1,0,4,1,1,2001
20001113,2001-04-09,regular,711,Jerry Stackhouse,DET,DET,ATL,40,28,10,20,50.0,4,9,44.4,4,5,80.0,4,8,12,11,2,0,9,2,12,1,2001
20100165,2001-11-22,regular,2224,Jamaal Tinsley,IND,IND,WAS,45,19,6,15,40.0,0,1,0.0,7,8,87.5,2,9,11,23,1,1,5,2,5,1,2002
20100167,2001-11-22,regular,467,Jason Kidd,NJN,LAC,NJN,40,16,3,12,25.0,0,2,0.0,10,10,100.0,3,9,12,11,3,0,3,3,11,1,2002
20100257,2001-12-05,regular,56,Gary Payton,SEA,DET,SEA,46,21,9,24,37.5,0,4,0.0,3,4,75.0,1,14,15,12,1,0,4,5,-4,0,2002
20100601,2002-01-24,regular,1883,Steve Francis,HOU,HOU,NJN,36,23,6,23,26.1,1,3,33.3,10,12,83.3,5,7,12,11,0,0,2,4,-4,0,2002
20100705,2002-02-12,regular,952,Antoine Walker,BOS,DEN,BOS,45,30,11,21,52.4,7,12,58.3,1,2,50.0,0,12,12,14,0,0,0,4,16,1,2002
20100707,2002-02-12,regular,977,Kobe Bryant,LAL,LAL,WAS,43,23,9,20,45.0,0,1,0.0,5,9,55.6,1,10,11,15,1,1,2,3,3,1,2002
20100753,2002-02-19,regular,467,Jason Kidd,NJN,NJN,GSW,43,26,9,17,52.9,2,4,50.0,6,8,75.0,4,8,12,12,2,1,4,2,12,1,2002
20100782,2002-02-23,regular,1503,Tracy McGrady,ORL,ORL,PHI,35,22,8,20,40.0,2,6,33.3,4,5,80.0,2,9,11,11,4,0,2,1,21,1,2002
20100927,2002-03-15,regular,467,Jason Kidd,NJN,NJN,MIA,38,11,4,11,36.4,0,1,0.0,3,5,60.0,3,9,12,14,0,1,2,1,21,1,2002
20200029,2002-11-01,regular,977,Kobe Bryant,LAL,LAC,LAL,41,33,12,18,66.7,1,2,50.0,8,8,100.0,5,10,15,12,2,1,4,3,7,1,2003
20200045,2002-11-03,regular,977,Kobe Bryant,LAL,LAL,POR,50,33,11,19,57.9,2,6,33.3,9,11,81.8,5,9,14,12,1,0,4,5,7,1,2003
20200086,2002-11-09,regular,467,Jason Kidd,NJN,CHI,NJN,40,25,5,15,33.3,2,5,40.0,13,15,86.7,3,8,11,12,2,0,0,2,4,0,2003
20200086,2002-11-09,regular,2398,Jay Williams,CHI,CHI,NJN,45,26,10,22,45.5,4,10,40.0,2,2,100.0,1,13,14,13,2,0,2,3,7,1,2003
20200194,2002-11-24,regular,977,Kobe Bryant,LAL,LAL,MIL,44,15,6,15,40.0,0,3,0.0,3,3,100.0,2,9,11,11,1,0,2,3,10,1,2003
20200388,2002-12-21,regular,185,Chris Webber,SAC,PHX,SAC,44,29,14,25,56.0,0,1,0.0,1,1,100.0,3,12,15,11,5,0,2,3,-3,0,2003
20200549,2003-01-15,regular,185,Chris Webber,SAC,SAC,DAL,40,29,12,20,60.0,0,0,0.0,5,8,62.5,6,9,15,11,0,2,4,2,22,1,2003
20200591,2003-01-22,regular,208,Sam Cassell,MIL,BOS,MIL,36,14,6,15,40.0,0,3,0.0,2,2,100.0,0,11,11,16,0,0,1,0,0,1,2003
20200624,2003-01-26,regular,1718,Paul Pierce,BOS,BOS,ORL,45,27,9,15,60.0,0,1,0.0,9,11,81.8,0,13,13,13,3,0,5,2,5,1,2003
20200801,2003-02-23,regular,467,Jason Kidd,NJN,NJN,ORL,43,26,9,25,36.0,3,9,33.3,5,5,100.0,5,6,11,15,6,0,3,1,-6,0,2003
20200810,2003-02-24,regular,147,Jalen Rose,CHI,CHI,PHX,45,21,4,16,25.0,2,5,40.0,11,12,91.7,1,13,14,11,1,0,4,0,7,1,2003
20200826,2003-02-26,regular,469,Jamal Mashburn,NOH,NOH,MIA,40,18,8,17,47.1,0,2,0.0,2,2,100.0,1,12,13,13,0,0,3,5,6,1,2003
20200836,2003-02-28,regular,84,Latrell Sprewell,NYK,NYK,ORL,54,28,9,25,36.0,6,8,75.0,4,4,100.0,2,9,11,11,5,2,1,3,5,1,2003
20200907,2003-03-09,regular,708,Kevin Garnett,MIN,PHX,MIN,42,29,10,22,45.5,0,2,0.0,9,11,81.8,3,11,14,12,1,2,3,1,19,1,2003
20200994,2003-03-21,regular,1883,Steve Francis,HOU,GSW,HOU,41,13,5,13,38.5,0,2,0.0,3,5,60.0,5,6,11,12,2,0,3,5,13,1,2003
20201111,2003-04-06,regular,708,Kevin Garnett,MIN,POR,MIN,41,16,8,15,53.3,0,1,0.0,0,0,0.0,3,11,14,12,1,0,1,2,16,1,2003
20201127,2003-04-09,regular,467,Jason Kidd,NJN,ATL,NJN,43,23,9,20,45.0,2,8,25.0,3,4,75.0,2,9,11,12,0,0,4,0,-6,0,2003
20300022,2003-10-31,regular,467,Jason Kidd,NJN,NJN,MIN,42,21,7,18,38.9,2,6,33.3,5,8,62.5,3,8,11,14,4,1,5,1,25,1,2004
20300104,2003-11-12,regular,467,Jason Kidd,NJN,NJN,SAS,41,14,5,17,29.4,0,4,0.0,4,4,100.0,3,9,12,13,1,0,2,2,-7,0,2004
20300407,2003-12-26,regular,467,Jason Kidd,NJN,DET,NJN,42,24,7,18,38.9,4,5,80.0,6,7,85.7,3,8,11,12,2,0,4,3,2,1,2004
20300529,2004-01-12,regular,952,Antoine Walker,DAL,NYK,DAL,47,14,6,18,33.3,2,5,40.0,0,1,0.0,3,9,12,11,1,1,1,3,7,1,2004
20300549,2004-01-14,regular,952,Antoine Walker,DAL,DAL,PHI,51,11,4,19,21.1,0,6,0.0,3,6,50.0,8,9,17,13,0,0,1,6,-1,1,2004
20300771,2004-02-17,regular,124,Vlade Divac,SAC,SAC,BOS,34,14,6,9,66.7,0,0,0.0,2,3,66.7,1,10,11,11,0,3,4,5,3,1,2004
20300834,2004-02-26,regular,2240,Gilbert Arenas,WAS,WAS,CHI,45,21,7,15,46.7,2,5,40.0,5,6,83.3,2,10,12,13,0,1,4,3,14,1,2004
20300896,2004-03-06,regular,1885,Lamar Odom,MIA,MIA,SAC,45,30,11,18,61.1,1,2,50.0,7,12,58.3,6,13,19,11,2,1,4,4,3,1,2004
20301142,2004-04-09,regular,682,Bob Sura,ATL,CHI,ATL,39,12,5,7,71.4,0,1,0.0,2,2,100.0,4,7,11,12,2,0,3,3,19,1,2004
20400058,2004-11-09,regular,185,Chris Webber,SAC,SAC,TOR,31,21,10,16,62.5,0,0,0.0,1,1,100.0,2,9,11,11,1,3,1,1,17,1,2005
20400272,2004-12-08,regular,977,Kobe Bryant,LAL,LAL,PHX,45,20,7,23,30.4,4,10,40.0,2,3,66.7,3,11,14,11,2,0,8,3,-1,0,2005
20400482,2005-01-08,regular,467,Jason Kidd,NJN,ORL,NJN,41,22,8,21,38.1,4,9,44.4,2,3,66.7,2,9,11,11,2,0,2,0,3,0,2005
20400704,2005-02-07,regular,467,Jason Kidd,NJN,NJN,PHI,49,22,7,18,38.9,4,11,36.4,4,4,100.0,5,6,11,16,0,0,2,0,7,1,2005
20400722,2005-02-09,regular,467,Jason Kidd,NJN,NJN,LAL,48,28,10,22,45.5,5,7,71.4,3,4,75.0,1,11,12,12,0,0,0,1,-2,0,2005
20400748,2005-02-13,regular,185,Chris Webber,SAC,BOS,SAC,41,14,7,23,30.4,0,0,0.0,0,0,0.0,6,11,17,12,0,1,5,2,-6,1,2005
20401061,2005-03-30,regular,959,Steve Nash,PHX,PHX,PHI,27,12,4,7,57.1,0,0,0.0,4,4,100.0,2,11,13,12,0,0,3,1,19,1,2005
20401165,2005-04-13,regular,708,Kevin Garnett,MIN,MIN,GSW,37,21,9,16,56.3,0,0,0.0,3,4,75.0,1,14,15,11,1,1,4,2,19,1,2005
20401183,2005-04-15,regular,757,Damon Stoudamire,POR,GSW,POR,48,18,6,25,24.0,5,21,23.8,1,2,50.0,5,7,12,11,2,0,7,3,-20,0,2005
20401218,2005-04-20,regular,2544,LeBron James,CLE,TOR,CLE,48,27,10,23,43.5,2,8,25.0,5,10,50.0,2,12,14,14,0,1,2,1,9,1,2005
20500450,2006-01-04,regular,2544,LeBron James,CLE,MIL,CLE,46,32,12,29,41.4,2,8,25.0,6,7,85.7,2,9,11,11,5,1,4,1,8,1,2006
20500461,2006-01-06,regular,467,Jason Kidd,NJN,NJN,ORL,38,16,4,12,33.3,2,4,50.0,6,6,100.0,2,9,11,13,3,1,5,2,5,1,2006
20500532,2006-01-14,regular,1884,Baron Davis,GSW,GSW,LAL,40,24,10,21,47.6,3,8,37.5,1,2,50.0,4,7,11,13,1,0,3,4,-1,0,2006
20500548,2006-01-17,regular,1905,Andrei Kirilenko,UTA,UTA,TOR,46,18,8,13,61.5,0,1,0.0,2,4,50.0,5,11,16,11,3,4,4,3,13,1,2006
20500655,2006-01-31,regular,2564,Boris Diaw,PHX,PHI,PHX,39,14,6,12,50.0,0,0,0.0,2,2,100.0,2,9,11,13,0,1,0,4,14,1,2006
20500767,2006-02-15,regular,2544,LeBron James,CLE,BOS,CLE,54,43,16,32,50.0,0,5,0.0,11,15,73.3,1,11,12,11,2,4,2,5,5,1,2006
20500783,2006-02-21,regular,467,Jason Kidd,NJN,MIL,NJN,39,12,4,8,50.0,2,4,50.0,2,3,66.7,1,11,12,13,2,0,2,3,16,1,2006
20500867,2006-03-04,regular,467,Jason Kidd,NJN,NJN,TOR,45,14,3,9,33.3,2,6,33.3,6,6,100.0,0,13,13,15,2,1,4,1,4,1,2006
20500906,2006-03-08,regular,2200,Pau Gasol,MEM,SEA,MEM,41,21,8,12,66.7,0,0,0.0,5,7,71.4,1,11,12,12,4,3,3,1,21,1,2006
20501004,2006-03-22,regular,2544,LeBron James,CLE,CLE,CHA,50,37,10,21,47.6,1,5,20.0,16,23,69.6,0,11,11,12,0,1,5,4,5,1,2006
20501084,2006-04-02,regular,101108,Chris Paul,NOK,TOR,NOK,48,24,6,15,40.0,1,3,33.3,11,14,78.6,1,11,12,12,2,1,3,2,7,1,2006
20501114,2006-04-05,regular,101108,Chris Paul,NOK,NOK,GSW,47,17,6,15,40.0,0,2,0.0,5,6,83.3,2,9,11,16,6,0,4,4,1,1,2006
20501186,2006-04-14,regular,2564,Boris Diaw,PHX,GSW,PHX,43,11,5,12,41.7,0,0,0.0,1,1,100.0,2,9,11,16,2,3,5,4,0,0,2006
20501185,2006-04-14,regular,1885,Lamar Odom,LAL,LAL,POR,44,16,7,12,58.3,1,3,33.3,1,2,50.0,3,9,12,12,1,0,0,2,10,1,2006
20600091,2006-11-12,regular,467,Jason Kidd,NJN,WAS,NJN,44,15,5,13,38.5,1,5,20.0,4,7,57.1,0,11,11,18,4,0,3,2,19,1,2007
20600228,2006-12-01,regular,101108,Chris Paul,NOK,NOK,CHI,48,25,6,13,46.2,1,2,50.0,12,15,80.0,2,9,11,18,5,1,7,1,-3,0,2007
20600271,2006-12-07,regular,467,Jason Kidd,NJN,NJN,PHX,48,38,13,26,50.0,3,6,50.0,9,9,100.0,0,14,14,14,1,0,4,5,-12,0,2007
20600528,2007-01-11,regular,467,Jason Kidd,NJN,CHI,NJN,43,23,8,17,47.1,3,5,60.0,4,6,66.7,3,11,14,11,2,0,3,2,5,1,2007
20600628,2007-01-24,regular,2200,Pau Gasol,MEM,UTA,MEM,47,17,5,16,31.3,0,0,0.0,7,11,63.6,2,11,13,12,1,2,2,0,7,1,2007
20600635,2007-01-26,regular,1889,Andre Miller,PHI,PHI,CLE,42,12,5,11,45.5,0,1,0.0,2,2,100.0,3,9,12,13,1,0,5,2,-5,0,2007
20600892,2007-03-04,regular,467,Jason Kidd,NJN,PHI,NJN,38,11,5,14,35.7,0,3,0.0,1,2,50.0,2,12,14,14,3,0,2,2,2,0,2007
20601107,2007-04-03,regular,1885,Lamar Odom,LAL,LAL,DEN,43,17,6,13,46.2,1,2,50.0,4,4,100.0,0,14,14,12,0,0,4,6,-4,0,2007
20601177,2007-04-13,regular,467,Jason Kidd,NJN,NJN,NYK,37,13,5,12,41.7,3,8,37.5,0,0,0.0,5,9,14,11,0,0,3,2,18,1,2007
20700060,2007-11-07,regular,2544,LeBron James,CLE,UTA,CLE,41,32,12,27,44.4,1,4,25.0,7,15,46.7,2,13,15,13,3,2,4,4,4,0,2008
20700107,2007-11-14,regular,2544,LeBron James,CLE,CLE,ORL,47,39,15,27,55.6,2,4,50.0,7,9,77.8,4,9,13,14,0,2,4,1,2,0,2008
20700168,2007-11-21,regular,467,Jason Kidd,NJN,POR,NJN,41,12,4,11,36.4,1,5,20.0,3,3,100.0,2,9,11,13,1,0,4,2,7,1,2008
20700170,2007-11-23,regular,1884,Baron Davis,GSW,WAS,GSW,41,33,11,21,52.4,5,8,62.5,6,9,66.7,3,8,11,15,0,0,1,3,19,1,2008
20700183,2007-11-24,regular,2544,LeBron James,CLE,CLE,TOR,45,37,14,29,48.3,2,8,25.0,7,8,87.5,3,9,12,12,3,1,4,3,7,1,2008
20700205,2007-11-27,regular,467,Jason Kidd,NJN,NJN,MEM,42,12,5,14,35.7,2,6,33.3,0,0,0.0,2,13,15,12,0,0,3,4,0,0,2008
20700231,2007-11-30,regular,1905,Andrei Kirilenko,UTA,UTA,LAL,41,20,5,14,35.7,1,3,33.3,9,10,90.0,7,4,11,11,6,4,0,3,26,1,2008
20700335,2007-12-14,regular,2550,Kirk Hinrich,CHI,CHI,NYK,46,15,5,12,41.7,1,5,20.0,4,4,100.0,2,10,12,14,2,3,4,2,3,1,2008
20700392,2007-12-22,regular,467,Jason Kidd,NJN,NJN,GSW,38,15,5,16,31.3,3,8,37.5,2,2,100.0,2,9,11,12,1,0,2,2,4,1,2008
20700502,2008-01-08,regular,467,Jason Kidd,NJN,CHA,NJN,38,13,4,12,33.3,1,7,14.3,4,4,100.0,0,11,11,12,1,1,3,1,-1,0,2008
20700699,2008-02-04,regular,2045,Hedo Turkoglu,ORL,ORL,DAL,42,13,4,14,28.6,1,2,50.0,4,4,100.0,0,12,12,13,0,0,2,5,-2,0,2008
20700727,2008-02-08,regular,467,Jason Kidd,NJN,CHA,NJN,33,19,7,14,50.0,4,5,80.0,1,1,100.0,1,10,11,13,0,2,5,0,13,1,2008
20700781,2008-02-19,regular,2544,LeBron James,CLE,CLE,HOU,42,26,7,18,38.9,4,7,57.1,8,11,72.7,2,11,13,11,2,0,5,2,-8,0,2008
20700792,2008-02-20,regular,2544,LeBron James,CLE,IND,CLE,43,31,11,22,50.0,1,5,20.0,8,12,66.7,2,12,14,12,2,1,4,1,14,1,2008
20701098,2008-03-30,regular,2406,Caron Butler,WAS,LAL,WAS,42,17,6,17,35.3,3,6,50.0,2,2,100.0,2,10,12,12,2,1,3,4,6,0,2008
20800269,2008-12-03,regular,200765,Rajon Rondo,BOS,BOS,IND,41,16,5,10,50.0,0,1,0.0,6,7,85.7,2,11,13,17,3,0,4,4,30,1,2009
20800409,2008-12-23,regular,2207,Joe Johnson,ATL,ATL,OKC,40,20,8,23,34.8,2,8,25.0,2,2,100.0,2,9,11,11,1,1,2,2,14,1,2009
20800589,2009-01-16,regular,977,Kobe Bryant,LAL,LAL,ORL,41,28,10,26,38.5,1,5,20.0,7,8,87.5,2,11,13,11,2,0,6,3,-8,0,2009
20800662,2009-01-27,regular,2544,LeBron James,CLE,CLE,SAC,38,23,5,10,50.0,0,2,0.0,13,15,86.7,5,10,15,11,0,3,2,1,6,1,2009
20800786,2009-02-12,regular,200765,Rajon Rondo,BOS,DAL,BOS,44,19,9,14,64.3,0,0,0.0,1,2,50.0,3,12,15,14,1,0,6,1,10,1,2009
20800954,2009-03-10,regular,2544,LeBron James,CLE,LAC,CLE,44,32,10,23,43.5,0,6,0.0,12,16,75.0,4,9,13,11,2,2,4,2,7,1,2009
20900007,2009-10-28,regular,2544,LeBron James,CLE,TOR,CLE,40,23,7,19,36.8,1,5,20.0,8,14,57.1,2,9,11,12,2,0,4,1,2,0,2010
20900555,2010-01-12,regular,1884,Baron Davis,LAC,MEM,LAC,46,27,11,21,52.4,1,5,20.0,4,4,100.0,4,8,12,12,5,1,2,4,3,0,2010
20900802,2010-02-18,regular,2544,LeBron James,CLE,CLE,DEN,47,43,15,33,45.5,1,9,11.1,12,17,70.6,1,12,13,15,2,4,3,1,-5,0,2010
20900811,2010-02-19,regular,201954,Darren Collison,NOH,NOH,IND,45,18,7,13,53.8,1,2,50.0,3,4,75.0,1,12,13,12,3,1,8,2,2,1,2010
20900861,2010-02-26,regular,467,Jason Kidd,DAL,ATL,DAL,46,19,7,18,38.9,4,10,40.0,1,2,50.0,3,13,16,17,2,0,3,1,14,1,2010
20900998,2010-03-16,regular,2544,LeBron James,CLE,DET,CLE,43,29,10,22,45.5,1,3,33.3,8,11,72.7,2,10,12,12,1,1,4,0,13,1,2010
20901058,2010-03-24,regular,200765,Rajon Rondo,BOS,BOS,DEN,36,11,4,9,44.4,0,0,0.0,3,6,50.0,6,5,11,15,4,0,4,4,18,1,2010
21000103,2010-11-09,regular,2544,LeBron James,MIA,MIA,UTA,47,20,5,18,27.8,0,1,0.0,10,11,90.9,2,9,11,14,1,3,2,3,4,0,2011
21000260,2010-11-30,regular,1495,Tim Duncan,SAS,GSW,SAS,33,15,6,15,40.0,0,0,0.0,3,5,60.0,6,12,18,11,0,2,2,1,14,1,2011
21000601,2011-01-17,regular,2564,Boris Diaw,CHA,PHI,CHA,40,25,8,14,57.1,4,7,57.1,5,6,83.3,1,10,11,11,1,2,1,4,7,0,2011
21000688,2011-01-28,regular,201566,Russell Westbrook,OKC,OKC,WAS,45,35,12,24,50.0,0,1,0.0,11,16,68.8,3,10,13,13,0,2,4,2,0,1,2011
21001001,2011-03-15,regular,201580,JaVale McGee,WAS,CHI,WAS,39,11,5,14,35.7,0,0,0.0,1,3,33.3,3,9,12,1,0,12,2,4,-15,0,2011
21001062,2011-03-23,regular,101236,Chuck Hayes,HOU,HOU,GSW,38,13,5,11,45.5,0,0,0.0,3,7,42.9,5,9,14,11,2,0,2,0,17,1,2011
21001190,2011-04-09,regular,2400,Drew Gooden,MIL,MIL,CLE,37,15,6,12,50.0,0,2,0.0,3,4,75.0,1,12,13,13,0,2,4,6,10,1,2011
